Data-zigilua,Zein Gelako Aldratakoa zara?,LHn zein herritan ikasi duzu? ,LHn zein urtetan amaitu duzu? ,Zein eskolatan ikasi duzu,LHn zein eredutan hasi zinen ikasten?,Batxilergoan zein eredutan amaitu zenuen  ikasten?,"Eredua aldatu baduzu, noiz eta zergatik",Hizkuntzen ezagutza zertifikatua [Euskara],Hizkuntzen ezagutza zertifikatua [Gaztelania],Hizkuntzen ezagutza zertifikatua [Ingelesa],Hizkuntzen ezagutza zertifikatua [Beste],"Besteren bat markatu baduzu, zein eta zein mailatan",Hizkuntzak non erabiltzen dituzun [Euskara],Hizkuntzak non erabiltzen dituzun [Gaztelania],Hizkuntzak non erabiltzen dituzun [Ingelesa],Hizkuntzak non erabiltzen dituzun [Beste],Zertarako gai naizen [Euskara],Zertarako gai naizen [Gaztelania],Zertarako gai naizen [Ingelesa],Zertarako gai naizen [Beste],"Besteren bat markatu baduzu, zein hizkuntzatan zertarako zara gai?",Jakin beharreko besterik?
2018/01/30 9:59:06 AM CET,1 GA,Donostian,,Intxaurrondo ikastola,D,D,Ez dut aldatu,B2,Ez dut,Ez dut,C1,"Alemaniera, C1",Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ez dut erabiltzen,Familian,Irakurri;Idatzi,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,Aurkezpena egin;Eztabaidatu;Negoziatu,"Alemanieran, ahozko ulermen eta adierazpena",
2018/01/30 10:56:32 AM CET,2 GA,Ondarroan,,Txomin Agirre Ikastolan,D,D,,C1,Ez dut,A2,B1,Frantsesa,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin,Ikasketetan,Ikasketetan,Ikasketetan,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri;Idatzi;Aurkezpena egin,Irakurri;Idatzi,"Frantsesez irakurtzeko, idazteko eta elkarrizketa bai mantentzeko gai naiz.",
2018/01/30 10:58:10 AM CET,2 GA,Barrutia eskola,,Barrutia eskola publikoan,D,D,,C1,C1,B2,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ikasketetan;Ikasketetako lagunekin;Lanean,Ikasketetan;Lanean,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Aurkezpena egin,Ez dagokio,,
2018/01/30 11:31:39 AM CET,2 GA,Lasarte-Oria,,Landaberri,D,D,,C1,Ez dut,B1,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Familian,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri;Idatzi,Ez dagokio,,
2018/01/30 11:53:07 AM CET,2 GA,Leioan,,Askartza Claret ikastetxean,D,D,,C1,Ez dut,Ez dut,Ez dut,,Familian;Ikasketetan;Ikasketetako lagunekin,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Ez dagokio,,
2018/01/30 4:56:00 PM CET,1 GA,Bilbon,,Esclavas eta Escolapios ,B,A,,A1;A2;B1;B2;C1,Ez dut,Ez dut,Ez dut,,Ikasketetan;Lanean;Ez dut erabiltzen,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ikasketetan;Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Ez dagokio,,
2018/01/30 7:21:36 PM CET,2 GA,Algortan,,San Nikolas ikastola,D,D,,B2,C1,B1;Ez dut,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ikasketetan;Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri,Ez dagokio,,
2018/01/30 10:09:52 PM CET,1 GA,Zamudion,,Bizkaia ikastetxean,B,A,"Batxilergora pasatzean ereduz aldatu nintzen nire eskolan batxilergoa bakarrik zegoelako A ereduan, ez zegoen beste aukerarik",C1,Ez dut,C1,B1,Frantsesa B1,Ikasketetan;Lanean,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ikasketetan;Lanean,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Frantsesa,
2018/01/31 8:52:15 AM CET,1 GA,Erandion,,Altzaga Ikastolan,D,D,Ez dut inoiz D eredua ez denik aukeratu,C1,Ez dut,B1,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,Ez dagokio,,
2018/01/31 9:08:11 AM CET,1 GA,Erandion,,Altzaga Ikastola,D,D,,Ez dut,Ez dut,Ez dut,Ez dut,,Ikasketetan,Familian,Lanean,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,
2018/02/01 8:21:35 AM CET,2 GA,Elorrio,,Lourdesko Ama ikastetxea,D,D,,Ez dut,Ez dut,B2,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Ez dagokio,,
2018/02/01 3:42:20 PM CET,1 GA,Bilbon,,Basurto eskolan,B,A,"Batxillergoan aldatu nuen, B eredutik A eredura, nik aukeratutako batxillergoa, humanistikoa, egiteko bakarrik talde bat egin zelako eta talde hori gaztelaniaz zen.",B2,Ez dut,Ez dut,Ez dut,,Ikasketetan;Ikasketetako lagunekin,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin,Ikasketetan;Ikasketetako lagunekin,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,,
2018/02/01 5:45:01 PM CET,1 GA,Gasteizen,,San Viator,B,A,"Batxilergoa egin baino lehen bi urtez lan egiten egon nintzen. Hori dela eta, euskara alde batera utzi nuen, eta nahiago izan nuen gastelaniaz egitea.",B1,Ez dut,Ez dut,Ez dut,,Ikasketetan;Ikasketetako lagunekin;Lanean,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin,Ikasketetan;Ikasketetako lagunekin,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,
2018/02/06 9:11:57 AM CET,1 GA,BILBO,,LA SALLE BILBAO IKASTETXEA,B,D,,Ez dut,Ez dut,B2,Ez dut,,Familian;Ikasketetan;Ikasketetako lagunekin,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ikasketetan;Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,
2018/09/11 8:58:15 AM CET,1 GA,Muskiz,,San Juan Bautista ,B,B,,C1,Ez dut,A2;Ez dut,Ez dut,,Ikasketetan;Ikasketetako lagunekin,Familian;Herriko / auzoko lagunekin;Lanean,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,Ez dagokio,,
2018/09/11 8:58:39 AM CET,2 GA,Markina-Xemein,,Bekobenta Eskola Publikoa,D,D,,C1,Ez dut,Ez dut,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ikasketetako lagunekin,Lanean,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri,Ez dagokio,,
2018/09/11 8:59:09 AM CET,1 GA,Barakaldo,,Alkartu Ikastola,D,D,,B2,C2,Ez dut,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin;Lanean,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,
2018/09/11 8:59:36 AM CET,1 GA,Santurtzi,,Asti Leku,D,D,,B2,C2,B1,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin;Lanean,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,
2018/09/11 8:59:51 AM CET,2 GA,Sopela,,Ander Deuna Ikastola,D,D,,B2,Ez dut,Ez dut,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin;Lanean,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri,Ez dagokio,,
2018/09/11 9:00:03 AM CET,1 GA,Basauri,,San Jose,D,D,Ez,B2,C1,B1,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Ez dagokio,Ez dagokio,,
2018/09/11 9:00:08 AM CET,1 GA,Lekitxo,,Lekeitioko eskola,D,D,,C1,Ez dut,B1,A2,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ikasketetan;Lanean,Ikasketetan,Irakurri;Idatzi;Aurkezpena egin,Irakurri;Idatzi;Aurkezpena egin,Irakurri;Idatzi;Aurkezpena egin,Irakurri,,
2018/09/11 9:01:04 AM CET,2 GA,Gernika-Lumo,,San Fidel Ikastola,D,D,,C1,Ez dut,B2,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin,Ikasketetako lagunekin,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Eztabaidatu;Negoziatu,Ez dagokio,,
2018/09/11 9:01:08 AM CET,2 GA,Gernikan,,Seber Altube Ikastola,D,D,Ez dut inoiz aldatu,B2,B1,B2,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ez dut erabiltzen,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,Ez ,Ez
2018/09/11 9:01:10 AM CET,1 GA,Amorebieta-Etxano,,Larrea eskola,D,D,,C1,C1,B1,A1,,Familian;Ikasketetan;Ikasketetako lagunekin;Lanean,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,Ez dagokio,,
2018/09/11 9:01:14 AM CET,1 GA,Bilbon,,Kirikiño ikastola,D,D,,B2,Ez dut,B2,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,,
2018/09/11 9:01:17 AM CET,1 GA,Zornotza eta Dima,,Karmengo ama ikastola eta dimako eskola,D,D,,B2,Ez dut,Ez dut,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan,Familian;Ikasketetan,Lanean,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri,Ez dagokio,,
2018/09/11 9:01:25 AM CET,1 GA,Bilbo,,Kirikiño,D,D,,C1,Ez dut,B2,Ez dut,,Familian;Ikasketetan;Lanean,Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ikasketetan;Lanean,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,,
2018/09/11 9:01:27 AM CET,1 GA,Bilbon,,Berrio otxoa ,D,D,,B2,C2,B1,Ez dut,,Ikasketetan;Ikasketetako lagunekin,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Negoziatu,,
2018/09/11 9:01:29 AM CET,1 GA,Portugalete,,"Maestro Zubeldia, Ballonti",D,D,,B2,B2,B1,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Ez dagokio,,
2018/09/11 9:01:30 AM CET,1 GA,Bilbao,,San Adrian institutoa,D,D,,B1,A2;B1,B1,B1,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetan,Ikasketetan,Ikasketetan,Irakurri;Idatzi;Aurkezpena egin,Irakurri;Idatzi;Aurkezpena egin,Irakurri;Idatzi;Aurkezpena egin,Irakurri,,
2018/09/11 9:01:36 AM CET,1 GA,Leioan,,Mesedetako Anda Mari Ikastetxean,B,D,"Batxillergoan, Magisteritza euskeraz ikasi nahi nuelako",B2,Ez dut,B2,Ez dut,,Ikasketetan;Ikasketetako lagunekin,Familian;Herriko / auzoko lagunekin;Lanean,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Ez dagokio,,
2018/09/11 9:01:59 AM CET,2 GA,Getxo,,Andra Mari,D,D,,B2,Ez dut,B1,Ez dut,,Ikasketetan,Familian,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Ez dagokio,,
2018/09/11 9:02:02 AM CET,1 GA,Getxon,,LHI artaza romo,D,D,,B2,Ez dut,B2,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin;Lanean,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,Ez dakit ehu-ko korreoa
2018/09/11 9:02:07 AM CET,2 GA,Iruña,,Ezkaba,D,D,,B2,B1;C1,B1,Ez dut,,Ikasketetan;Ikasketetako lagunekin,Familian;Herriko / auzoko lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,
2018/09/11 9:02:08 AM CET,1 GA,Sestaon,,Amor Misericordioso,B,D,,B2,C2,B1,Ez dut,,Ikasketetan;Ikasketetako lagunekin;Lanean,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,
2018/09/11 9:02:08 AM CET,2 GA,Plentzia,,Plentziako eskola ,D,D,,C1,C2,B1,Ez dut,,Familian,Familian,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,
2018/09/11 9:02:18 AM CET,2 GA,Gernika-Lumon,,Allende Salazar,D,D,,C1,Ez dut,B1,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ikasketetan,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Ez dagokio,,
2018/09/11 9:02:25 AM CET,1 GA,Galdakaon,,Eguzkibegi Ikastolan,D,D,,C2,C2,B2,Ez dut,,Familian,Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,,
2018/09/11 9:02:29 AM CET,2 GA,Sodupe,,Avellaneda ikastetxea,B,D,"Batxilergoan, bertako eskolan horrela ezarrita zegoelako.",B2,Ez dut,B1,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin;Lanean,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Ez dagokio,,
2018/09/11 9:02:30 AM CET,2 GA,Basauri,,Jose Etxegarai,D,D,,B2,Ez dut,B2,Ez dut,,Ikasketetan,Familian,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,
2018/09/11 9:02:32 AM CET,2 GA,Orozko,,Orozko,B,B,,B2,B2,B1,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,
2018/09/11 9:02:35 AM CET,2 GA,Artea,,Arratia ikastola,D,D,,C1,Ez dut,B2,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin,Ikasketetan,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,,
2018/09/11 9:02:37 AM CET,1 GA,Bilbon,,Kirikiño,D,D,,B2,Ez dut,Ez dut,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin;Lanean,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,Ez
2018/09/11 9:02:48 AM CET,1 GA,Bilbon,,Bizkaia Ikastetxean,A,A,,B2,C1;C2,B1,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin;Lanean,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,
2018/09/11 9:02:49 AM CET,2 GA,Abadiño ,,Traña-Matiena Herri Eskola,D,D,,B2,C1,B2,Ez dut,,Herriko / auzoko lagunekin;Ikasketetan,Familian;Herriko / auzoko lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,
2018/09/11 9:02:52 AM CET,2 GA,Abadiño,,Traña-Matiena Herri Eskola,D,D,,C1,C1,B2,Ez dut,,Ikasketetan;Lanean,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,
2018/09/11 9:02:54 AM CET,1 GA,Bilbon,,La Salle Bilbao Ikastetxean,B,D,Magisteritza euskaraz ikasi nahi nuelako.,B2,C2;Ez dut,B2,A2,Frantsesa,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin,Irakurri;Idatzi;Aurkezpena egin,Irakurri;Idatzi;Aurkezpena egin,Irakurri;Idatzi,"Frantsesez aurkezpen bat egiteko gai naiz, baina zailtasunekin.",Iaz zeinu hizkuntza ikastaro bat burutu nuen.
2018/09/11 9:03:01 AM CET,2 GA,Bilbo,,Kirikiño ikastola,D,D,,B2,B2,B1,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin,Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,
2018/09/11 9:03:05 AM CET,2 GA,Getxon,,Zubileta ,D,D,,B2,Ez dut,Ez dut,Ez dut,,Ikasketetan;Lanean,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ikasketetan,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,
2018/09/11 9:03:14 AM CET,2 GA,Gorliz,,Gorlizko Ikastetxean,D,D,Ez dut aldatu,B2,C2,B1,Ez dut,,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Familian;Herriko / auzoko lagunekin;Ikasketetako lagunekin,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,
2018/09/11 9:03:15 AM CET,1 GA,Sestaon,,La salle,B,B,,Ez dut,Ez dut,Ez dut,Ez dut,,Ikasketetan;Ikasketetako lagunekin,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin;Lanean,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi,Ez dagokio,,
2018/09/11 9:03:16 AM CET,2 GA,"Algorta, Getxo",,Ander Deuna Ikastola,D,D,,C1,B2,A2,A1,,Herriko / auzoko lagunekin;Ikasketetan;Lanean,Familian;Ikasketetan;Ikasketetako lagunekin,Ikasketetan;Ez dut erabiltzen,Ikasketetan,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin,Ez dagokio,,
2018/09/11 9:03:18 AM CET,2 GA,Erandio ,,Altzaga Ikastola,D,D,,Ez dut,Ez dut,C1,Ez dut,,Ikasketetan,Familian;Herriko / auzoko lagunekin;Ikasketetan;Ikasketetako lagunekin,Ez dut erabiltzen,Ez dut erabiltzen,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Irakurri;Idatzi;Aurkezpena egin;Eztabaidatu;Negoziatu,Ez dagokio,,
