"","Herria","Lema","Erantzuna","Erantzuna..fon.","galdera"
"6603","Montori","ama","amá","amá","2514"
"6604","Mugerre","belmera","belmera","belmera","2514"
"6605","Mungia","eube","éubé","éu̯βé","2514"
"6606","Mungia","amaginarreba","amágiñarréba","amáɣiɲar̄éβa","2514"
"6607","Oderitz","amarreba","ámarréba","ámar̄ɛ́βa","2514"
"6608","Oiartzun","amayarreba","amáyarrebá","amáǰar̄ɛβá","2514"
"6609","Oñati","amainarreba","amáiñarreba","amái̯ɲar̄eβa","2514"
"6610","Ondarroa","amaginarreba","amagiñárreba","amaɣiɲár̄eβa","2514"
"6611","Orexa","amaiarreba","ámaiarréba","ámai̯ar̄éβa","2514"
"6612","Orio","amaiarreba","amáiarrebá","amájar̄ɛβá","2514"
"6613","Orozko","amaxe","amáxe","amáʃe","2514"
"6614","Orozko","amandre","amándrre","amándr̄e","2514"
"6615","Orozko","amaginarreba","amágiñarreba","amáɣiɲar̄eβa","2514"
"6616","Otxandio","amaginarraba","amágiñarraba","amáɣiɲar̄aβa","2514"
"6617","Pagola","amaginarreba","amaginarréba","amaɣinar̄éβa","2514"
"6618","Pasaia","amagiyarreba","amágiyárrebá","amáɣiǰár̄eβá","2514"
"6619","Santa Grazi","amaxun","amáxün","amáʃyn","2514"
"6620","Sara","amainarreba","amáinarréba","amái̯nar̄éβa","2514"
"6621","Senpere","amaginar","amágiñárr","amáɣiɲár̄","2514"
"6622","Sohüta","amaginharreba","ámagiñhárreba","ámaɣiɲhár̄eβa","2514"
"6623","Sondika","aube","áube","áu̯βe","2514"
"6624","Suarbe","suegra","suégra","śwéɣra","2514"
"6625","Sunbilla","amagerru","amágerrú","amáɣɛr̄ú","2514"
"6626","Tolosa","amaiarreba","amáiarrebá","amái̯ar̄ɛβá","2514"
"6627","Uharte Garazi","amaiarreba","amáiarréba","amái̯ar̄éβa","2514"
"6628","Urdiain","suegra","suégrra","śwéɣr̄a","2514"
"6629","Urdiain","amagir","amagírr","amaɣír̄","2514"
"6630","Urretxu","amanarreba","amáñarrebá","amáɲar̄ɛβá","2514"
"6631","Ürrüstoi","ama","ama","ama","2514"
"6632","Uztaritze","amainarreba","amáinarréba","amái̯nar̄éβa","2514"
"6633","Zaratamo","amaxe","amáxe","amáʃe","2514"
"6634","Zeanuri","amaxe","amáxe","amáʃe","2514"
"6635","Zeberio","amexa","améxa","améʃa","2514"
"6636","Zeberio","amaginerra","amágiñerra","amáɣiɲer̄a","2514"
"6637","Zegama","amanarreba","amáñarrebá","amáɲar̄ɛβá","2514"
"6638","Zilbeti","amarreba","ámarréba","ámar̄éβa","2514"
"6639","Zollo (Arrankudiaga)","suegra","suégrra","śwéɣr̄a","2514"
"6640","Zollo (Arrankudiaga)","amaginarreba","amagiñárreba","amaɣiɲár̄eβa","2514"
"6641","Zollo (Arrankudiaga)","amaxe","amáxe","amáʃe","2514"
"6642","Zornotza","amaginarraba","amagíñarraba","amaɣíɲar̄aβa","2514"
"6643","Zugarramurdi","amatxi","amátxi","amátʃi","2514"
"6644","Abaurregaina  / Abaurrea Alta","ugazaita","ugazáita","uɣasái̯ta","2515"
"6645","Ahetze","aitaordain","aitaórrdain","ai̯taór̄ðai̯n","2515"
"6646","Aia","attaordeko","attáorrdekó","attáor̄ðekó","2515"
"6647","Aldude","aitazun","aitázun","ai̯tásun","2515"
"6648","Alkotz","uezaite","úezáite","úesái̯te","2515"
"6649","Altzai","aitaxun","áitax´ün","ái̯taʃýn","2515"
"6650","Altzai","osaba","osába","ośáβa","2515"
"6651","Altzürükü","aitagiharreba","áitagihárreba","ái̯taɣihár̄eβa","2515"
"6652","Altzürükü","osaba","osába","ośáβa","2515"
"6653","Altzürükü","aitaxun","aitáxün","ai̯táʃyn","2515"
"6654","Amezketa","aittordeko","aittórrdekó","ai̯ttɔ́r̄ðekɔ́","2515"
"6655","Andoain","guezatta","guézattá","ɣwésattá","2515"
"6656","Andoain","aitordeko","aitórrdekó","ai̯tór̄ðekó","2515"
"6657","Aramaio","aitteorde","áitteorrde","ái̯tteor̄ðe","2515"
"6658","Aramaio","bigarrenaitte","bígarrenaitte","βíɣar̄enai̯tte","2515"
"6659","Araotz (Oñati)","aittaordeko","aittáorrdeko","ai̯ttáor̄ðeko","2515"
"6660","Arbizu","ubezaitta","úbezaittá","úbesai̯ttá","2515"
"6661","Armendaritze","aitaizun","aitaizún","ai̯taisún","2515"
"6662","Arnegi","aitaizun","áitaizún","ái̯tai̯sún","2515"
"6663","Arnegi","oseba","oséba","ośéβa","2515"
"6664","Arrangoitze","osaba","osabá","ośaβá","2515"
"6665","Arrasate","bigarrengison","bigárrengison","βiɣár̄eŋgiśon","2515"
"6666","Arrasate","aitorde","aitórrde","ai̯tór̄ðe","2515"
"6667","Arrazola (Atxondo)","aitteorde","áitteorrde","ái̯tteor̄ðe","2515"
"6668","Arrieta","aitteorde","aittéorrdé","ai̯ttéor̄ðé","2515"
"6669","Arroa (Zestoa)","attaordeko","attáorrdekó","attáɔr̄ðekó","2515"
"6670","Arrueta","otto","otto","otto","2515"
"6671","Asteasu","uezatta","uézatta","wɛ́satta","2515"
"6672","Asteasu","uazatta","uázattá","uásattá","2515"
"6673","Ataun","uazaitte","uazaitté","uasai̯tté","2515"
"6674","Azkaine","osaba","osába","ośáβa","2515"
"6675","Azkoitia","uezaitte","úezáitte","úesái̯tte","2515"
"6676","Azpeitia","uezaitte","uézaitté","uésai̯tté","2515"
"6677","Baigorri","aitaizun","aitaizun","ai̯tai̯sun","2515"
"6678","Bakio","aitxeorde","áitxeorrde","ái̯tʃeor̄ðe","2515"
"6679","Bardoze","bupera","búpera","búpera","2515"
"6680","Bardoze","otto","ottó","ottó","2515"
"6681","Barkoxe","aitaxun","aitáxün","ai̯táʃyn","2515"
"6682","Bastida","bopera","bopéra","bopéra","2515"
"6683","Beasain","uazatte","úazatte","úasatte","2515"
"6684","Behorlegi","oseba","osebá","ośɛβá","2515"
"6685","Behorlegi","aitaizun","aitáizún","ai̯táisún","2515"
"6686","Beizama","uezaitta","úezaittá","úesai̯ttá","2515"
"6687","Beizama","attaordeko","attáorrdekó","attáor̄ðekó","2515"
"6688","Bergara","aittaordezko","aittaorrdézko","ai̯ttaor̄ðésko","2515"
"6689","Bergara","ugezaitta","ugezáitta","uɣesái̯tta","2515"
"6690","Bermeo","usaitx","usáitx","uśái̯tʃ","2515"
"6691","Bermeo","aitxeorde","aitxeórrde","ai̯tʃeór̄ðe","2515"
"6692","Berriz","aittorde","aittórrde","ai̯ttór̄ðe","2515"
"6693","Beruete","uazatte","úazatté","úasatté","2515"
"6694","Beruete","attordeko","áttorrdekó","áttɔr̄ðekó","2515"
"6695","Beskoitze","bopera","bopéra","bopéra","2515"
"6696","Beskoitze","osaba","osába","ośáβa","2515"
"6697","Beskoitze","aitaorde","aitáorrde","ai̯táor̄ðe","2515"
"6698","Bidarrai","oseba","oséba","ośéβa","2515"
"6699","Bolibar","aitteorde","aittéorrde","ai̯ttéor̄ðe","2515"
"6700","Busturia","aitxeorde","aitxéorrde","ai̯tʃéor̄ðe","2515"
"6701","Deba","aitxatzako","áitxatzakó","ái̯tʃatsakó","2515"
"6702","Dima","aitexe","aitéxe","ai̯téʃe","2515"
"6703","Dima","aitorde","aitórrde","ai̯tór̄ðe","2515"
"6704","Domintxaine","otto","ótto","ótto","2515"
"6705","Domintxaine","aitaizun","aitaiz´üna","ai̯tai̯sýna","2515"
"6706","Donamaria","guazatta","guázátta","gwásátta","2515"
"6707","Donibane Lohizune","osaba","ósaba","óśaβa","2515"
"6708","Donostia","attaordezko","attaorrdezko","attaor̄ðesko","2515"
"6709","Dorrao / Torrano","ubezeitta","úbezéitta","úβeséi̯tta","2515"
"6710","Eibar","aittaorde","aittaórrde","ai̯ttaór̄ðe","2515"
"6711","Elantxobe","aitxeorde","aitxéorrde","ai̯tʃéor̄ðe","2515"
"6712","Elduain","atteordeko","attéorrdekó","attɛ́or̄ðekɔ́","2515"
"6713","Elduain","uazatte","úazatté","úasatté","2515"
"6714","Elgoibar","aittaordego","aittáorrdego","aittáor̄ðeɣo","2515"
"6715","Elorrio","aitteorde","aittéorrde","ai̯ttéor̄ðe","2515"
"6716","Erratzu","osaba","ósabá","óśaβá","2515"
"6717","Errezil","aittaordeko","aittáorrdekó","ai̯ttáor̄ðekó","2515"
"6718","Errigoiti","aitteorde","aittéorrde","ai̯ttéor̄ðe","2515"
"6719","Eskiula","osaba","osába","ośáβa","2515"
"6720","Etxalar","guazatta","guázattá","gwásattá","2515"
"6721","Etxaleku","uezaitte","uézaitté","uésai̯tté","2515"
"6722","Etxarri (Larraun)","uazatte","úazatté","úasatté","2515"
"6723","Etxebarri","aittordeko","aittórrdeko","ai̯ttór̄ðeko","2515"
"6724","Etxebarria","aittaorde","aittáorrdé","ai̯ttáor̄ðé","2515"
"6725","Eugi","uezaite","uézáite","uésái̯te","2515"
"6726","Ezkio-Itsaso","uazaitte","uázaitté","uásai̯tté","2515"
"6727","Ezkio-Itsaso","atteordeko","attéorrdekó","attéor̄ðekó","2515"
"6728","Ezkurra","ugazatte","ugazatté","uɣasatté","2515"
"6729","Ezterenzubi","aitezun","aitézun","ai̯tésun","2515"
"6730","Ezterenzubi","aitorde","aitórrde","ai̯tór̄ðe","2515"
"6731","Ezterenzubi","oseba","oseba","ośeβa","2515"
"6732","Gaintza","atteordeko","atteórrdekó","atteɔ́r̄ðekó","2515"
"6733","Gaintza","atteordeko","attéorrdekó","attéor̄ðekó","2515"
"6734","Gamarte","otto","ottó","ottó","2515"
"6735","Gamiz-Fika","aitteorde","aittéorrdé","ai̯ttéor̄ðé","2515"
"6736","Garrüze","oseba","oséba","ośéβa","2515"
"6737","Garrüze","aitazun","aitazún","ai̯tasún","2515"
"6738","Getaria","attabigarrena","áttabígarrená","áttaβíɣar̄ɛná","2515"
"6739","Getaria","attaordeko","attáorrdekó","attáɔr̄ðekó","2515"
"6740","Getxo","aitxeostako","aitxéostako","ai̯tʃéośtako","2515"
"6741","Getxo","aiteorde","aitéorde","ai̯téorðe","2515"
"6742","Gizaburuaga","aitteorde","aitteórrde","ai̯tteór̄ðe","2515"
"6743","Goizueta","attaordeko","attáorrdekó","attáɔr̄ðekó","2515"
"6744","Hazparne","aitaizun","aitaízun","ai̯taísun","2515"
"6745","Hendaia","osaba","osába","ośáβa","2515"
"6746","Hernani","uezatta","uézattá","uɛ́sattá","2515"
"6747","Hernani","attordego","attórrdegó","attɔ́r̄ðɛɣó","2515"
"6748","Hondarribia","attaordesko","attaorrdesko","attaor̄ðeśko","2515"
"6749","Ibarruri (Muxika)","aitteorde","aittéorrde","ai̯ttéor̄ðe","2515"
"6750","Igoa","goazatte","góazatté","góasatté","2515"
"6751","Ikaztegieta","ugazatte","ugazatte","uɣasatte","2515"
"6752","Ikaztegieta","atteordeko","atteorrdeko","atteor̄ðeko","2515"
"6753","Irisarri","otto","otto","otto","2515"
"6754","Irisarri","ttantta","ttantta","ttantta","2515"
"6755","Irisarri","aitizun","áitizun","ái̯tisun","2515"
"6756","Itsasu","osaba","osába","ośáβa","2515"
"6757","Izturitze","aitizun","aitízun","ai̯tísun","2515"
"6758","Izturitze","aiteizun","aitéizun","ai̯téisun","2515"
"6759","Jaurrieta","ugazaita","ugazáita","uɣasái̯ta","2515"
"6760","Jutsi","aitaizun","aitaizun","ai̯tai̯sun","2515"
"6761","Kortezubi","aitxeorde","aitxéorrde","ai̯tʃéor̄ðe","2515"
"6762","Landibarre","oseba","oséba","ośéba","2515"
"6763","Landibarre","aitaizun","aitáizun","ai̯tái̯sun","2515"
"6764","Larrabetzu","aiteordeko","aiteórrdeko","ai̯teór̄ðeko","2515"
"6765","Larraine","aitaxun","aitáxün","ai̯táʃyn","2515"
"6766","Larzabale","aitaizun","aitáizuna","ai̯tái̯suna","2515"
"6767","Larzabale","oseba","oseba","ośeβa","2515"
"6768","Larzabale","otto","otto","otto","2515"
"6769","Lasarte-Oria","aitatzako","aitátzakó","ai̯tátsakó","2515"
"6770","Lasarte-Oria","aitaordeko","aitaorrdekó","ai̯taor̄ðekó","2515"
"6771","Lasarte-Oria","aitaorde","aitáórrdé","ai̯táór̄ðé","2515"
"6772","Laukiz","aitorde","áitorrde","ái̯tor̄ðe","2515"
"6773","Legazpi","atteordeko","atteorrdeko","atteor̄ðeko","2515"
"6774","Legazpi","attelekuko","attelekuko","attelekuko","2515"
"6775","Legazpi","attetzakoa","attetzakoa","attetsakoa","2515"
"6776","Leintz Gatzaga","aittaorde","aittáorrde","ai̯ttáor̄ðe","2515"
"6777","Leioa","aiteordeko","aitéorrdeko","ai̯téor̄ðeko","2515"
"6778","Leitza","guazatte","guázatté","gwásatté","2515"
"6779","Lekeitio","aittorde","áittorrde","ái̯ttor̄ðe","2515"
"6780","Lemoiz","aitxeorde","aitxéorrde","ai̯tʃéor̄ðe","2515"
"6781","Luzaide / Valcarlos","aitaizuna","aitáizúna","ai̯tái̯súna","2515"
"6782","Makea","oseba","oséba","ośéβa","2515"
"6783","Makea","aitaodre","aitaodrre","ai̯taoðRe","2515"
"6784","Mañaria","aitteorde","áitteórrde","ái̯tteór̄ðe","2515"
"6785","Mendaro","aitxaorde","aitxáorrdé","ai̯tʃáɔr̄ðé","2515"
"6786","Mendata","aittepalastro","aittepalástrro","ai̯ttepaláśtr̄o","2515"
"6787","Mendata","aitteorde","aittéorrde","ai̯ttéor̄ðe","2515"
"6788","Mezkiritz","ugazaita","úgazáita","úɣasái̯ta","2515"
"6789","Mugerre","otto","otto","otto","2515"
"6790","Mugerre","osaba","osaba","ośaβa","2515"
"6791","Mungia","aitteorde","aittéorrdé","ai̯ttéor̄ðé","2515"
"6792","Oderitz","goazatte","goázatté","ɣoásatté","2515"
"6793","Oiartzun","uazatta","úazattá","úasattá","2515"
"6794","Oñati","ugasaitta","ugásaitta","uɣáśai̯tta","2515"
"6795","Ondarroa","aitxeorda","aitxéorrda","ai̯tʃéor̄ða","2515"
"6796","Orexa","ugazaita","úgazáita","úɣasái̯ta","2515"
"6797","Orio","aitaordeko","aitáorrdekó","ai̯táɔr̄ðekó","2515"
"6798","Orio","uazaita","uázaitá","uásai̯tá","2515"
"6799","Orozko","aitepunteko","aitépunteko","ai̯tépunteko","2515"
"6800","Orozko","aiteponteko","aitéponteko","ai̯téponteko","2515"
"6801","Orozko","aiteordesko","aitéorrdesko","ai̯téor̄ðeśko","2515"
"6802","Otxandio","aittorde","áittorrde","ái̯ttor̄ðe","2515"
"6803","Pagola","osaba","osába","ośáβa","2515"
"6804","Pagola","aitaxun","aitaxün","ai̯taʃyn","2515"
"6805","Pasaia","guazaita","guázaitá","gwásai̯tá","2515"
"6806","Santa Grazi","aitazun","aitázün","ai̯tásyn","2515"
"6807","Sara","osaba","ósaba","óśaβa","2515"
"6808","Senpere","osaba","ósaba","óśaβa","2515"
"6809","Senpere","aitaorde","aitáorrdé","ai̯táor̄ðé","2515"
"6810","Sohüta","aitaxun","áitaxün","ái̯taʃyn","2515"
"6811","Sondika","aiteorde","aitéorrde","ai̯téor̄ðe","2515"
"6812","Suarbe","padrastro","padrástro","paðráśtro","2515"
"6813","Suarbe","bigarrenaite","bigarrenáite","βiɣar̄ɛnái̯te","2515"
"6814","Sunbilla","guazatta","guázattá","ɣwásattá","2515"
"6815","Tolosa","ugasaita","ugásaitá","uɣáśai̯tá","2515"
"6816","Tolosa","aitaordeko","aitáorrdekó","ai̯táor̄ðekó","2515"
"6817","Uharte Garazi","aitaizun","aitaizún","ai̯tai̯sún","2515"
"6818","Uharte Garazi","oseba","oséba","ośéβa","2515"
"6819","Urdiain","ubazaita","úbazaitá","úβasai̯tá","2515"
"6820","Urdiñarbe","bopera","bopéra","bopéra","2515"
"6821","Urdiñarbe","aitaxun","aitaxün","ai̯taʃyn","2515"
"6822","Urdiñarbe","aitazun","aitazün","ai̯tasyn","2515"
"6823","Urketa","osaba","osába","ośáβa","2515"
"6824","Urketa","otto","ótto","ótto","2515"
"6825","Urretxu","uezaitta","uézaittá","uésai̯ttá","2515"
"6826","Uztaritze","aitaizun","aitaízun","ai̯taísun","2515"
"6827","Zaratamo","aiteordesko","aiteórrdeskó","ai̯teɔ́r̄ðeśkó","2515"
"6828","Zaratamo","aitexe","aitéxe","ai̯téʃe","2515"
"6829","Zeanuri","aitorde","aitórrde","ai̯tór̄ðe","2515"
"6830","Zeberio","aitorde","aitórrde","ai̯tór̄ðe","2515"
"6831","Zeberio","aitaordeko","aitáorrdeko","ai̯táor̄ðeko","2515"
"6832","Zegama","ugazaitte","ugázaitté","uɣásai̯tté","2515"
"6833","Zilbeti","uezaita","úezáita","úesái̯ta","2515"
"6834","Zollo (Arrankudiaga)","aiterdi","áiterrdi","ái̯ter̄ði","2515"
"6835","Zornotza","aitteorde","aittéorrde","ai̯ttéor̄ðe","2515"
"6836","Zugarramurdi","aitaerdi","áitaerrdía","ái̯taer̄ðía","2515"
"6837","Abaurregaina  / Abaurrea Alta","ugazama","úgazáma","úɣasáma","2516"
"6838","Ahetze","amaordain","ámaorrdáin","ámaor̄ðái̯n","2516"
"6839","Ahetze","matanta","matánta","matánta","2516"
"6840","Ahetze","amaordia","amáorrdía","amáor̄ðía","2516"
"6841","Aia","amaordeko","amáorrdekó","amáor̄ðekó","2516"
"6842","Aldude","amaizun","amaizún","amai̯sún","2516"
"6843","Alkotz","uezama","úezamá","úesamá","2516"
"6844","Altzai","amaxun","ámax´ün","ámaʃýn","2516"
"6845","Altzai","tanta","tánta","tánta","2516"
"6846","Altzürükü","amaxun","amáxün","amáʃyn","2516"
"6847","Altzürükü","tanta","tánta","tánta","2516"
"6848","Amezketa","amaordeko","amáorrdekó","amáɔr̄ðekɔ́","2516"
"6849","Andoain","guezama","guézamá","ɣwésamá","2516"
"6850","Andoain","amaordeko","amáorrdekó","amáor̄ðekó","2516"
"6851","Aramaio","amaorde","amáorrde","amáor̄ðe","2516"
"6852","Araotz (Oñati)","amaordeko","amáorrdeko","amáor̄ðeko","2516"
"6853","Arbizu","ubezama","úbezamá","úbesamá","2516"
"6854","Armendaritze","amaizun","amaizún","amaisún","2516"
"6855","Arnegi","amaizun","ámaizún","ámai̯sún","2516"
"6856","Arnegi","izeba","izebá","iseβá","2516"
"6857","Arrangoitze","matanta","matantá","matantá","2516"
"6858","Arrasate","amaorde","amáorrde","amáor̄ðe","2516"
"6859","Arrazola (Atxondo)","amaorde","ámaorrde","ámaor̄ðe","2516"
"6860","Arrieta","amaorde","amáorrdé","amáor̄ðé","2516"
"6861","Arroa (Zestoa)","amaordeko","amáorrdekó","amáɔr̄ðekó","2516"
"6862","Arrueta","tanta","tánta","tánta","2516"
"6863","Asteasu","uezama","uézamá","wésamá","2516"
"6864","Asteasu","uazama","uázamá","wásamá","2516"
"6865","Asteasu","uezama","uézamá","uésamá","2516"
"6866","Ataun","uazama","uazamá","uasamá","2516"
"6867","Azkaine","amaordia","amáorrdía","amáor̄ðía","2516"
"6868","Azkoitia","uezama","úezamá","úesamá","2516"
"6869","Azpeitia","uesama","uésamá","uéśamá","2516"
"6870","Azpeitia","uezama","uézamá","uésamá","2516"
"6871","Baigorri","amaizun","amaizun","amai̯sun","2516"
"6872","Bakio","amaorde","amáorrde","amáor̄ðe","2516"
"6873","Barkoxe","amaxun","amáxün","amáʃyn","2516"
"6874","Bastida","belemera","belemera","belømera","2516"
"6875","Beasain","uazama","úazama","úasama","2516"
"6876","Behorlegi","ttantta","ttañttá","ttaɲttá","2516"
"6877","Behorlegi","amaizun","amáizun","amáisun","2516"
"6878","Beizama","uezama","úezamá","úesamá","2516"
"6879","Beizama","amaordeko","amáorrdekó","amáor̄ðekó","2516"
"6880","Bergara","amaordezko","amaorrdézko","amaor̄ðésko","2516"
"6881","Bergara","ugezama","ugezáma","uɣesáma","2516"
"6882","Bermeo","usam","usám","uśám","2516"
"6883","Berriz","amaorde","amáorrde","amáor̄ðe","2516"
"6884","Beruete","uazama","úazáma","úasáma","2516"
"6885","Beruete","amaordeko","ámaorrdekó","ámaor̄ðekó","2516"
"6886","Beskoitze","amaorde","amáorrde","amáor̄ðe","2516"
"6887","Bidarrai","amaizun","amáizún","amái̯sún","2516"
"6888","Bolibar","amaorde","amáorrde","amáor̄ðe","2516"
"6889","Busturia","amaorde","amáorrde","amáor̄ðe","2516"
"6890","Deba","amatzako","amátzakó","amátsakó","2516"
"6891","Dima","amexe","améxe","améʃe","2516"
"6892","Dima","amorde","amórrde","amór̄ðe","2516"
"6893","Domintxaine","amaizuna","amaiz´üna","amai̯sýna","2516"
"6894","Donamaria","guazama","guázama","gwásama","2516"
"6895","Donibane Lohizune","guazama","guazáma","gwasáma","2516"
"6896","Donostia","amaordezko","amáorrdezko","amáor̄ðesko","2516"
"6897","Dorrao / Torrano","ubezama","úbezáma","úβesáma","2516"
"6898","Eibar","amaorde","amaórrde","amaór̄ðe","2516"
"6899","Elantxobe","amaorde","amáorrde","amáor̄ðe","2516"
"6900","Elduain","amaordeko","amáorrdekó","amáor̄ðekó","2516"
"6901","Elduain","uazama","úazamá","úasamá","2516"
"6902","Elgoibar","amaordego","amáorrdego","amáɔr̄ðɛɣo","2516"
"6903","Elorrio","amaorde","ámaorrde","ámaor̄ðe","2516"
"6904","Erratzu","izuua","ízuua","ísuwa","2516"
"6905","Errezil","amaordeko","amáorrdekó","amáɔr̄ðekó","2516"
"6906","Errigoiti","amaorde","amáorrde","amáor̄ðe","2516"
"6907","Eskiula","amaplazako","ámaplazáko","ámaplasáko","2516"
"6908","Etxalar","guazama","guázamá","gwásamá","2516"
"6909","Etxaleku","uezama","uézamá","uésamá","2516"
"6910","Etxarri (Larraun)","uazama","úazáma","úasáma","2516"
"6911","Etxebarri","amaordeko","amáorrdeko","amáor̄ðeko","2516"
"6912","Etxebarria","amaorde","amáorrdé","amáor̄ðé","2516"
"6913","Eugi","uezama","uézáma","uésáma","2516"
"6914","Ezkio-Itsaso","uazama","uázamá","uásamá","2516"
"6915","Ezkio-Itsaso","amaordeko","amáorrdekó","amáɔr̄ðekó","2516"
"6916","Ezkurra","ugazama","ugazamá","uɣasamá","2516"
"6917","Ezterenzubi","amezun","amézun","amésun","2516"
"6918","Gaintza","amaordeko","amaórrdekó","amaɔ́r̄ðekó","2516"
"6919","Gaintza","amaordeko","amáorrdekó","amáor̄ðekó","2516"
"6920","Gaintza","uazama","uázamá","uásamá","2516"
"6921","Gamarte","amaizun","amaizún","amaisún","2516"
"6922","Gamiz-Fika","amaorde","amáorrdé","amáor̄ðé","2516"
"6923","Garrüze","tanta","tánta","tánta","2516"
"6924","Garrüze","amazun","amazún","amasún","2516"
"6925","Getaria","amaordeko","amáorrdekó","amáɔr̄ðekó","2516"
"6926","Getxo","amaordeko","amáorrdeko","amáor̄ðeko","2516"
"6927","Gizaburuaga","amaorde","amáorrde","amáor̄ðe","2516"
"6928","Goizueta","amaordeko","amáorrdekó","amáɔr̄ðekó","2516"
"6929","Hazparne","amaizun","amáizun","amáisun","2516"
"6930","Hendaia","matanta","matánta","matánta","2516"
"6931","Hernani","uezama","uézamá","uɛ́samá","2516"
"6932","Hernani","uazama","uázamá","uásamá","2516"
"6933","Hernani","amaordego","amaorrdegó","amáor̄ðeɣó","2516"
"6934","Hondarribia","amaordesko","amaorrdesko","amaor̄ðeśko","2516"
"6935","Ibarruri (Muxika)","amaorde","amáorrde","amáor̄ðe","2516"
"6936","Igoa","goazama","góazamá","góasamá","2516"
"6937","Ikaztegieta","ugazama","ugázama","uɣásama","2516"
"6938","Ikaztegieta","amaordeko","amaorrdeko","amaor̄ðeko","2516"
"6939","Irisarri","amaizun","amáizun","amái̯sun","2516"
"6940","Itsasu","amaizun","amaízun","amaísun","2516"
"6941","Itsasu","izeba","izéba","iséβa","2516"
"6942","Izturitze","ameizun","améizun","améi̯sun","2516"
"6943","Jaurrieta","ugazama","ugazáma","uɣasáma","2516"
"6944","Jutsi","amaizun","amaizun","amai̯sun","2516"
"6945","Kortezubi","amaorde","amáorrde","amáor̄ðe","2516"
"6946","Landibarre","tanta","tánta","tánta","2516"
"6947","Landibarre","amaizun","amáizun","amáisun","2516"
"6948","Larrabetzu","amaordeko","amaórrdeko","amaór̄ðeko","2516"
"6949","Larraine","amaxun","amáxün","amáʃyn","2516"
"6950","Larzabale","amaizuna","amáizuna","amái̯suna","2516"
"6951","Lasarte-Oria","amatzako","amátzakó","amátsakó","2516"
"6952","Lasarte-Oria","amaordeko","ámaorrdekó","ámaor̄ðekó","2516"
"6953","Lasarte-Oria","amaorde","amáorrdé","amáor̄ðé","2516"
"6954","Laukiz","amaorde","amáorrde","amáor̄ðe","2516"
"6955","Legazpi","ugazama","ugazama","uɣasama","2516"
"6956","Legazpi","amaordeko","amaorrdeko","amaor̄ðeko","2516"
"6957","Legazpi","amalekuko","amalekuko","amalekuko","2516"
"6958","Leintz Gatzaga","amaorde","amáorrde","amáor̄ðe","2516"
"6959","Leioa","amaordeko","amáorrdeko","amáor̄ðeko","2516"
"6960","Leitza","guazama","guazáma","gwasáma","2516"
"6961","Lekaroz","guezama","guezáma","gwesáma","2516"
"6962","Lekaroz","uezama","uézama","uésama","2516"
"6963","Lekeitio","amaorde","amáorrde","amáor̄ðe","2516"
"6964","Lemoa","amorde","amórrde","amór̄ðe","2516"
"6965","Lemoiz","amaordeko","amáorrdeko","amáor̄ðeko","2516"
"6966","Luzaide / Valcarlos","amaizuna","amaizúna","amai̯súna","2516"
"6967","Makea","amaodre","amaodrré","amaoðr̄é","2516"
"6968","Makea","izeba","izéba","iséβa","2516"
"6969","Mañaria","amaorde","ámaórrde","ámaór̄ðe","2516"
"6970","Mendaro","amaorde","amáorrdé","amáɔr̄ðé","2516"
"6971","Mendata","amapalastro","amapalástrro","amapaláśtr̄o","2516"
"6972","Mendata","amaorde","amáorrde","amáor̄ðe","2516"
"6973","Mezkiritz","ugazama","ugázamá","uɣásamá","2516"
"6974","Mugerre","ttantta","ttantta","ttantta","2516"
"6975","Mugerre","amardi","amarrdi","amar̄ði","2516"
"6976","Mungia","amaorde","amáorrde","amáor̄ðe","2516"
"6977","Oderitz","goazama","goázamá","ɣoásamá","2516"
"6978","Oiartzun","uazama","uázamá","wá:samá","2516"
"6979","Oñati","ugasama","ugásama","uɣáśama","2516"
"6980","Ondarroa","amaorde","amáorrde","amáor̄ðe","2516"
"6981","Orexa","ugazama","úgazáma","úɣasáma","2516"
"6982","Orio","amaordeko","amáorrdekó","amáɔr̄ðekó","2516"
"6983","Orio","uazama","uázamá","uásamá","2516"
"6984","Orozko","amapunteko","amápunteko","amápunteko","2516"
"6985","Orozko","amaordeko","amáorrdeko","amáor̄ðeko","2516"
"6986","Orozko","amaponteko","amáponteko","amáponteko","2516"
"6987","Otxandio","amaorde","amáorrde","amáor̄ðe","2516"
"6988","Pagola","amatxun","amátxün","amátʃyn","2516"
"6989","Pagola","amaitxun","amáitxün","amái̯tʃyn","2516"
"6990","Pagola","amaitzun","amaitzün","amai̯tsyn","2516"
"6991","Pasaia","guazama","guázamá","gwásamá","2516"
"6992","Santa Grazi","amaxun","amáxün","amáʃyn","2516"
"6993","Sara","matanta","matánta","matánta","2516"
"6994","Senpere","matanta","matánta","matánta","2516"
"6995","Senpere","amaorde","amáorrdé","amáor̄ðé","2516"
"6996","Sohüta","amaxun","ámaxün","ámaʃyn","2516"
"6997","Sondika","amaorde","amáorrde","amáor̄ðe","2516"
"6998","Suarbe","madrastra","madrástra","maðráśtra","2516"
"6999","Suarbe","bigarrenama","bigarrenáma","βiɣar̄ɛnáma","2516"
"7000","Sunbilla","guazama","guázama","ɣwásama","2516"
"7001","Tolosa","uasama","uásamá","uáśamá","2516"
